Timestamp,pH,DO_%,Temperature_C,Agitation_rpm
0.0,5.234170975874077,43.822711336626554,30.065238999697208,337.3414881963185
0.5,5.1343210653126015,45.41712990204253,29.74014132039197,301.82510079256565
1.0,5.357756739065701,41.55082288564891,30.19853683640722,360.401054931073
1.5,5.332109001152284,52.30295352106949,29.958584445008288,346.9654064875212
2.0,5.373367242141692,44.58365791365862,30.348148061218204,332.63457805303386
2.5,5.181032555253566,46.984928473978655,29.65055671819842,361.219812429974
3.0,5.344500284621037,42.54153514191701,30.11015104807003,333.9811133132364
3.5,5.2087600073736295,43.8509367847638,30.023678345721667,348.36208861184883
4.0,5.353311596387311,45.665399245144876,30.458810042504442,351.90405312615826
4.5,5.4307063431184135,47.19967653868168,30.688193184987945,351.8411297014659
5.0,5.2704641278547015,48.1480826667312,30.11562977152238,373.3915549184252
5.5,5.3854298797989495,37.99221372580151,30.112896533109353,359.25157180260567
6.0,5.328310690246396,43.85327083762985,29.5223569416617,368.1126537585748
6.5,5.35362684280935,47.49337009219227,29.538373342717424,363.02368400984574
7.0,5.294034066245343,44.55636402977659,29.933052109745734,363.9874522455353
7.5,5.302462687900841,40.906755224832935,30.02592762563586,353.0373819429675
8.0,5.311660637887111,34.43656557187957,30.20479082507061,351.946712406465
8.5,5.186434642598173,46.70519055054443,30.19090971832588,352.1735303892105
9.0,5.207283062047998,44.40909220403812,30.036931825376282,371.3650142448767
9.5,5.2793764485139505,47.39726640459499,29.83792409899927,337.72918989853036
10.0,5.211771724452272,43.562765382593156,29.98034564728238,363.251250444595
10.5,5.317212596888155,46.61945554819299,29.921671770461227,328.8058560269288
11.0,5.31539033115342,37.604663936700554,30.08141729429931,375.0245616514404
11.5,5.230127551371748,47.81817005917555,30.252849373418528,377.68053566455916
12.0,5.348956385643463,40.52170447274454,30.234244628344243,350.6309863984749
12.5,5.343038450610336,42.92344702158914,30.337408757039068,371.37157175551664
13.0,5.3244434201687625,37.52017841937954,29.80943176004124,371.3966676755996
13.5,5.361761026104658,38.80283419676142,29.45802360825933,364.18263725236187
14.0,5.229294283228422,40.36761061748727,30.201782318634795,379.7002483729018
14.5,5.26117979729637,43.053219077163476,29.97772600020469,359.6202717628856
15.0,5.341559847615629,45.39449678352047,29.79782269598112,339.620836982259
15.5,5.507750993360376,46.33076577347015,29.66890863862518,364.951146798306
16.0,5.441070216458611,45.247131833578116,30.138603992978787,360.77992995945715
16.5,5.513980392506196,43.60007661737838,29.845512222203794,376.81613593268395
17.0,5.352105864195142,43.92439318176087,30.060944760477362,371.61830027317035
17.5,5.245904374660079,38.45918083848998,30.430239816970076,368.3271017601709
18.0,5.422084727740858,37.47072233946712,30.32000493261435,357.1777153196635
18.5,5.265628183319095,42.49738049710404,29.706605936837242,365.3906911932826
19.0,5.333866165298551,45.80618771570165,30.45400335064184,388.05607022595706
19.5,5.122298502060389,39.756999510470145,29.31753397085329,348.34686588347455
20.0,5.285048178909617,43.73168484568083,29.84402002965224,359.285615602437
20.5,5.3694264683199755,37.30957106437657,29.74842205411084,359.5299839460727
21.0,5.332259801136866,42.605861970676635,30.450194936919914,381.12504241621644
21.5,5.276818997550806,41.5285128216456,29.901168258872364,360.2043789188555
22.0,5.38225158258209,36.670661341087275,30.264214316401944,393.7365951940636
